,D,Jk,Jk2,N,Nair,S,T,Uair:0,Uair:1,Uair:2,cp,dpstar,k,kn,kstar,lambda,muAir,nPartNode1,pAir,pSat,rho,sigma,theta,vpstar,Points:0,Points:1,Points:2,vtkOriginalIndices,__vtkIsSelected__,vtkCompositeIndexArray
0,1.89777e-05,0,0,1e+14,1.8706e+25,1.001,388,0.09986,0,0,14581,0,0.432,28.813,0,1.44065e-07,9.19739e-06,1e+24,100000,0,0.0310491,0,0,0,0,0,0,0,0,1
0,1.89778e-05,0,0,1e+14,1.87059e+25,1.001,388,0.09986,0,0,14581,0,0.432,28.8131,0,1.44066e-07,9.19739e-06,1e+24,100000,0,0.031049,0,0,0,0,0.0008492,-3.708e-05,1,0,1
0,1.8978e-05,0,0,1e+14,1.87057e+25,1.001,388,0.09986,0,0,14581,0,0.432,28.8134,0,1.44067e-07,9.19741e-06,1e+24,100000,0,0.0310487,0,0,0,0,0.0016984,-7.416e-05,2,0,1
0,1.89785e-05,0,0,1e+14,1.87054e+25,1.001,388,0.09986,0,0,14581,0,0.432,28.8139,0,1.44069e-07,9.19743e-06,1e+24,100000,0,0.0310482,0,0,0,0,0.0025476,-0.00011124,3,0,1
0,1.89792e-05,0,0,1e+14,1.8705e+25,1.001,388,0.09986,0,0,14581.1,0,0.432,28.8146,0,1.44073e-07,9.19747e-06,1e+24,100000,0,0.0310475,0,0,0,0,0.0033968,-0.00014832,4,0,1
0,1.898e-05,0,0,1e+14,1.87044e+25,1.001,388,0.09986,0,0,14581.1,0,0.432,28.8154,0,1.44077e-07,9.19751e-06,1e+24,100000,0,0.0310466,0,0,0,0,0.004246,-0.0001854,5,0,1
0,1.89811e-05,0,0,1e+14,1.87037e+25,1.001,388,0.09986,0,0,14581.1,0,0.432,28.8165,0,1.44083e-07,9.19756e-06,1e+24,100000,0,0.0310454,0,0,0,0,0.0050952,-0.00022248,6,0,1
0,1.89824e-05,0,0,1e+14,1.87029e+25,1.001,388,0.09986,0,0,14581.1,0,0.432,28.8178,0,1.44089e-07,9.19763e-06,1e+24,100000,0,0.031044,0,0,0,0,0.0059444,-0.00025956,7,0,1
0,1.89838e-05,0,0,1e+14,1.87019e+25,1.001,388,0.09986,0,0,14581.1,0,0.432,28.8193,0,1.44096e-07,9.1977e-06,1e+24,100000,0,0.0310424,0,0,0,0,0.0067936,-0.00029664,8,0,1
0,1.89855e-05,0,0,1e+14,1.87008e+25,1.001,388,0.09986,0,0,14581.1,0,0.432,28.8209,0,1.44105e-07,9.19779e-06,1e+24,100000,0,0.0310406,0,0,0,0,0.0076428,-0.00033372,9,0,1
0,1.89874e-05,0,0,1e+14,1.86996e+25,1.001,388,0.09986,0,0,14581.1,0,0.432,28.8228,0,1.44114e-07,9.19788e-06,1e+24,100000,0,0.0310386,0,0,0,0,0.008492,-0.0003708,10,0,1
0,1.89894e-05,0,0,1e+14,1.86982e+25,1.001,388,0.09986,0,0,14581.2,0,0.432,28.825,0,1.44125e-07,9.19799e-06,1e+24,100000,0,0.0310363,0,0,0,0,0.0093412,-0.00040788,11,0,1
0,1.89918e-05,0,0,1e+14,1.86967e+25,1.001,388,0.09986,0,0,14581.2,0,0.432,28.8273,0,1.44136e-07,9.1981e-06,1e+24,100000,0,0.0310338,0,0,0,0,0.0101904,-0.00044496,12,0,1
0,1.89943e-05,0,0,1e+14,1.86951e+25,1.001,388,0.09986,0,0,14581.2,0,0.432,28.8298,0,1.44149e-07,9.19823e-06,1e+24,100000,0,0.031031,0,0,0,0,0.0110396,-0.00048204,13,0,1
0,1.8997e-05,0,0,1e+14,1.86933e+25,1.001,388,0.09986,0,0,14581.3,0,0.432,28.8326,0,1.44163e-07,9.19837e-06,1e+24,100000,0,0.0310281,0,0,0,0,0.0118888,-0.00051912,14,0,1
0,1.9e-05,0,0,1e+14,1.86913e+25,1.001,388,0.09986,0,0,14581.3,0,0.432,28.8356,0,1.44178e-07,9.19852e-06,1e+24,100000,0,0.0310248,0,0,0,0,0.012738,-0.0005562,15,0,1
0,1.90032e-05,0,0,1e+14,1.86892e+25,1.001,388,0.09986,0,0,14581.3,0,0.432,28.8388,0,1.44194e-07,9.19868e-06,1e+24,100000,0,0.0310213,0,0,0,0,0.0135872,-0.00059328,16,0,1
0,1.90066e-05,0,0,1e+14,1.8687e+25,1.001,388,0.09986,0,0,14581.4,0,0.432,28.8423,0,1.44212e-07,9.19885e-06,1e+24,100000,0,0.0310176,0,0,0,0,0.0144364,-0.00063036,17,0,1
0,1.90103e-05,0,0,1e+14,1.86846e+25,1.001,388,0.09986,0,0,14581.4,0,0.432,28.846,0,1.4423e-07,9.19904e-06,1e+24,100000,0,0.0310136,0,0,0,0,0.0152856,-0.00066744,18,0,1
0,1.90142e-05,0,0,1e+14,1.8682e+25,1.001,388,0.09986,0,0,14581.5,0,0.432,28.85,0,1.4425e-07,9.19924e-06,1e+24,100000,0,0.0310094,0,0,0,0,0.0161348,-0.00070452,19,0,1
0,1.90183e-05,0,0,1e+14,1.86793e+25,1.001,388,0.09986,0,0,14581.5,0,0.432,28.8542,0,1.44271e-07,9.19945e-06,1e+24,100000,0,0.0310049,0,0,0,0,0.016984,-0.0007416,20,0,1
0,1.90227e-05,0,0,1e+14,1.86765e+25,1.001,388,0.09986,0,0,14581.6,0,0.432,28.8586,0,1.44293e-07,9.19967e-06,1e+24,100000,0,0.0310001,0,0,0,0,0.0178332,-0.00077868,21,0,1
0,1.90273e-05,0,0,1e+14,1.86734e+25,1.001,388,0.09986,0,0,14581.6,0,0.432,28.8632,0,1.44316e-07,9.1999e-06,1e+24,100000,0,0.0309951,0,0,0,0,0.0186824,-0.00081576,22,0,1
0,1.90321e-05,0,0,1e+14,1.86703e+25,1.001,388,0.09986,0,0,14581.7,0,0.432,28.8681,0,1.44341e-07,9.20014e-06,1e+24,100000,0,0.0309899,0,0,0,0,0.0195316,-0.00085284,23,0,1
0,1.90372e-05,0,0,1e+14,1.8667e+25,1.001,388,0.09986,0,0,14581.7,0,0.432,28.8732,0,1.44366e-07,9.2004e-06,1e+24,100000,0,0.0309844,0,0,0,0,0.0203808,-0.00088992,24,0,1
0,1.90424e-05,0,0,1e+14,1.86636e+25,1.001,388,0.09986,0,0,14581.8,0,0.432,28.8785,0,1.44393e-07,9.20066e-06,1e+24,100000,0,0.0309787,0,0,0,0,0.02123,-0.000927,25,0,1
0,1.90479e-05,0,0,1e+14,1.866e+25,1.001,388,0.09986,0,0,14581.8,0,0.432,28.884,0,1.4442e-07,9.20094e-06,1e+24,100000,0,0.0309728,0,0,0,0,0.0220792,-0.00096408,26,0,1
0,1.90535e-05,0,0,1e+14,1.86563e+25,1.001,388,0.09986,0,0,14581.9,0,0.432,28.8897,0,1.44449e-07,9.20122e-06,1e+24,100000,0,0.0309667,0,0,0,0,0.0229284,-0.00100116,27,0,1
0,1.90593e-05,0,0,1e+14,1.86525e+25,1.001,388,0.09986,0,0,14582,0,0.432,28.8956,0,1.44478e-07,9.20151e-06,1e+24,100000,0,0.0309604,0,0,0,0,0.0237776,-0.00103824,28,0,1
0,1.90652e-05,0,0,1e+14,1.86487e+25,1.001,388,0.09986,0,0,14582,0,0.432,28.9016,0,1.44508e-07,9.20181e-06,1e+24,100000,0,0.030954,0,0,0,0,0.0246268,-0.00107532,29,0,1
0,1.90712e-05,0,0,1e+14,1.86448e+25,1.001,388,0.09986,0,0,14582.1,0,0.432,28.9076,0,1.44538e-07,9.20211e-06,1e+24,100000,0,0.0309475,0,0,0,0,0.025476,-0.0011124,30,0,1
0,1.90773e-05,0,0,1e+14,1.86408e+25,1.001,388,0.09986,0,0,14582.2,0,0.432,28.9138,0,1.44569e-07,9.20242e-06,1e+24,100000,0,0.030941,0,0,0,0,0.0263252,-0.00114948,31,0,1
0,1.90833e-05,0,0,1e+14,1.86369e+25,1.001,388,0.09986,0,0,14582.2,0,0.432,28.9199,0,1.446e-07,9.20272e-06,1e+24,100000,0,0.0309344,0,0,0,0,0.0271744,-0.00118656,32,0,1
0,1.90894e-05,0,0,1e+14,1.86329e+25,1.001,388,0.09986,0,0,14582.3,0,0.432,28.926,0,1.4463e-07,9.20303e-06,1e+24,100000,0,0.0309279,0,0,0,0,0.0280236,-0.00122364,33,0,1
0,1.90952e-05,0,0,1e+14,1.86291e+25,1.001,388,0.09986,0,0,14582.4,0,0.432,28.9319,0,1.4466e-07,9.20332e-06,1e+24,100000,0,0.0309216,0,0,0,0,0.0288728,-0.00126072,34,0,1
0,1.91009e-05,0,0,1e+14,1.86254e+25,1.001,388,0.09986,0,0,14582.4,0,0.432,28.9376,0,1.44688e-07,9.2036e-06,1e+24,100000,0,0.0309155,0,0,0,0,0.029722,-0.0012978,35,0,1
0,1.91063e-05,0,0,1e+14,1.8622e+25,1.001,388,0.09986,0,0,14582.5,0,0.432,28.943,0,1.44715e-07,9.20387e-06,1e+24,100000,0,0.0309097,0,0,0,0,0.0305712,-0.00133488,36,0,1
0,1.91112e-05,0,0,1e+14,1.86188e+25,1.001,388,0.09986,0,0,14582.6,0,0.432,28.948,0,1.4474e-07,9.20412e-06,1e+24,100000,0,0.0309044,0,0,0,0,0.0314204,-0.00137196,37,0,1
0,1.91155e-05,0,0,1e+14,1.86159e+25,1.001,388,0.09986,0,0,14582.6,0,0.432,28.9524,0,1.44762e-07,9.20434e-06,1e+24,100000,0,0.0308997,0,0,0,0,0.0322696,-0.00140904,38,0,1
0,1.91192e-05,0,0,1e+14,1.86136e+25,1.001,388,0.09986,0,0,14582.6,0,0.432,28.9561,0,1.4478e-07,9.20452e-06,1e+24,100000,0,0.0308958,0,0,0,0,0.0331188,-0.00144612,39,0,1
0,1.91219e-05,0,0,1e+14,1.86118e+25,1.001,388,0.09986,0,0,14582.7,0,0.432,28.9588,0,1.44794e-07,9.20466e-06,1e+24,100000,0,0.0308928,0,0,0,0,0.033968,-0.0014832,40,0,1
0,1.91234e-05,0,0,1e+14,1.86108e+25,1.001,388,0.09986,0,0,14582.7,0,0.432,28.9604,0,1.44802e-07,9.20474e-06,1e+24,100000,0,0.0308911,0,0,0,0,0.0348172,-0.00152028,41,0,1
0,1.91236e-05,0,0,1e+14,1.86107e+25,1.001,388,0.09986,0,0,14582.7,0,0.432,28.9606,0,1.44803e-07,9.20474e-06,1e+24,100000,0,0.030891,0,0,0,0,0.0356664,-0.00155736,42,0,1
0,1.91221e-05,0,0,1e+14,1.86117e+25,1.001,388,0.09986,0,0,14582.7,0,0.432,28.959,0,1.44795e-07,9.20467e-06,1e+24,100000,0,0.0308926,0,0,0,0,0.0365156,-0.00159444,43,0,1
0,1.91185e-05,0,0,1e+14,1.8614e+25,1.001,388,0.09986,0,0,14582.6,0,0.432,28.9554,0,1.44777e-07,9.20449e-06,1e+24,100000,0,0.0308964,0,0,0,0,0.0373648,-0.00163152,44,0,1
0,1.91125e-05,0,0,1e+14,1.86179e+25,1.001,388,0.09986,0,0,14582.6,0,0.432,28.9493,0,1.44747e-07,9.20418e-06,1e+24,100000,0,0.030903,0,0,0,0,0.038214,-0.0016686,45,0,1
0,1.91034e-05,0,0,1e+14,1.86238e+25,1.001,388,0.09986,0,0,14582.5,0,0.432,28.9402,0,1.44701e-07,9.20373e-06,1e+24,100000,0,0.0309127,0,0,0,0,0.0390632,-0.00170568,46,0,1
0,1.90907e-05,0,0,1e+14,1.8632e+25,1.001,388,0.09986,0,0,14582.3,0,0.432,28.9274,0,1.44637e-07,9.2031e-06,1e+24,100000,0,0.0309264,0,0,0,0,0.0399124,-0.00174276,47,0,1
0,1.90738e-05,0,0,1e+14,1.86431e+25,1.001,388,0.09986,0,0,14582.1,0,0.432,28.9102,0,1.44551e-07,9.20224e-06,1e+24,100000,0,0.0309448,0,0,0,0,0.0407616,-0.00177984,48,0,1
0,1.90515e-05,0,0,1e+14,1.86576e+25,1.001,388,0.09986,0,0,14581.9,0,0.432,28.8877,0,1.44439e-07,9.20112e-06,1e+24,100000,0,0.0309688,0,0,0,0,0.0416108,-0.00181692,49,0,1
0,1.9039e-05,0,0,5e+13,1.86658e+25,1.001,388,0.04993,0,0,14581.7,0,0.432,28.8751,0,1.44375e-07,9.20049e-06,1e+24,100000,0,0.0309824,0,0,0,0,0.04246,-0.001854,50,0,1
0,1.89778e-05,0,0,1e+14,1.87059e+25,1.001,388,0.09986,0,0,14581,0,0.432,28.8131,0,1.44066e-07,9.19739e-06,1e+24,100000,0,0.031049,0,0,0,0,0.0008492,3.708e-05,51,0,1
0,1.8978e-05,0,0,1e+14,1.87057e+25,1.001,388,0.09986,0,0,14581,0,0.432,28.8134,0,1.44067e-07,9.19741e-06,1e+24,100000,0,0.0310487,0,0,0,0,0.0016984,7.416e-05,52,0,1
0,1.89785e-05,0,0,1e+14,1.87054e+25,1.001,388,0.09986,0,0,14581,0,0.432,28.8139,0,1.44069e-07,9.19743e-06,1e+24,100000,0,0.0310482,0,0,0,0,0.0025476,0.00011124,53,0,1
0,1.89792e-05,0,0,1e+14,1.8705e+25,1.001,388,0.09986,0,0,14581.1,0,0.432,28.8146,0,1.44073e-07,9.19747e-06,1e+24,100000,0,0.0310475,0,0,0,0,0.0033968,0.00014832,54,0,1
0,1.898e-05,0,0,1e+14,1.87044e+25,1.001,388,0.09986,0,0,14581.1,0,0.432,28.8154,0,1.44077e-07,9.19751e-06,1e+24,100000,0,0.0310466,0,0,0,0,0.004246,0.0001854,55,0,1
0,1.89811e-05,0,0,1e+14,1.87037e+25,1.001,388,0.09986,0,0,14581.1,0,0.432,28.8165,0,1.44083e-07,9.19756e-06,1e+24,100000,0,0.0310454,0,0,0,0,0.0050952,0.00022248,56,0,1
0,1.89824e-05,0,0,1e+14,1.87029e+25,1.001,388,0.09986,0,0,14581.1,0,0.432,28.8178,0,1.44089e-07,9.19763e-06,1e+24,100000,0,0.031044,0,0,0,0,0.0059444,0.00025956,57,0,1
0,1.89838e-05,0,0,1e+14,1.87019e+25,1.001,388,0.09986,0,0,14581.1,0,0.432,28.8193,0,1.44096e-07,9.1977e-06,1e+24,100000,0,0.0310424,0,0,0,0,0.0067936,0.00029664,58,0,1
0,1.89855e-05,0,0,1e+14,1.87008e+25,1.001,388,0.09986,0,0,14581.1,0,0.432,28.8209,0,1.44105e-07,9.19779e-06,1e+24,100000,0,0.0310406,0,0,0,0,0.0076428,0.00033372,59,0,1
0,1.89874e-05,0,0,1e+14,1.86996e+25,1.001,388,0.09986,0,0,14581.1,0,0.432,28.8228,0,1.44114e-07,9.19788e-06,1e+24,100000,0,0.0310386,0,0,0,0,0.008492,0.0003708,60,0,1
0,1.89894e-05,0,0,1e+14,1.86982e+25,1.001,388,0.09986,0,0,14581.2,0,0.432,28.825,0,1.44125e-07,9.19799e-06,1e+24,100000,0,0.0310363,0,0,0,0,0.0093412,0.00040788,61,0,1
0,1.89918e-05,0,0,1e+14,1.86967e+25,1.001,388,0.09986,0,0,14581.2,0,0.432,28.8273,0,1.44136e-07,9.1981e-06,1e+24,100000,0,0.0310338,0,0,0,0,0.0101904,0.00044496,62,0,1
0,1.89943e-05,0,0,1e+14,1.86951e+25,1.001,388,0.09986,0,0,14581.2,0,0.432,28.8298,0,1.44149e-07,9.19823e-06,1e+24,100000,0,0.031031,0,0,0,0,0.0110396,0.00048204,63,0,1
0,1.8997e-05,0,0,1e+14,1.86933e+25,1.001,388,0.09986,0,0,14581.3,0,0.432,28.8326,0,1.44163e-07,9.19837e-06,1e+24,100000,0,0.0310281,0,0,0,0,0.0118888,0.00051912,64,0,1
0,1.9e-05,0,0,1e+14,1.86913e+25,1.001,388,0.09986,0,0,14581.3,0,0.432,28.8356,0,1.44178e-07,9.19852e-06,1e+24,100000,0,0.0310248,0,0,0,0,0.012738,0.0005562,65,0,1
0,1.90032e-05,0,0,1e+14,1.86892e+25,1.001,388,0.09986,0,0,14581.3,0,0.432,28.8388,0,1.44194e-07,9.19868e-06,1e+24,100000,0,0.0310213,0,0,0,0,0.0135872,0.00059328,66,0,1
0,1.90066e-05,0,0,1e+14,1.8687e+25,1.001,388,0.09986,0,0,14581.4,0,0.432,28.8423,0,1.44212e-07,9.19885e-06,1e+24,100000,0,0.0310176,0,0,0,0,0.0144364,0.00063036,67,0,1
0,1.90103e-05,0,0,1e+14,1.86846e+25,1.001,388,0.09986,0,0,14581.4,0,0.432,28.846,0,1.4423e-07,9.19904e-06,1e+24,100000,0,0.0310136,0,0,0,0,0.0152856,0.00066744,68,0,1
0,1.90142e-05,0,0,1e+14,1.8682e+25,1.001,388,0.09986,0,0,14581.5,0,0.432,28.85,0,1.4425e-07,9.19924e-06,1e+24,100000,0,0.0310094,0,0,0,0,0.0161348,0.00070452,69,0,1
0,1.90183e-05,0,0,1e+14,1.86793e+25,1.001,388,0.09986,0,0,14581.5,0,0.432,28.8542,0,1.44271e-07,9.19945e-06,1e+24,100000,0,0.0310049,0,0,0,0,0.016984,0.0007416,70,0,1
0,1.90227e-05,0,0,1e+14,1.86765e+25,1.001,388,0.09986,0,0,14581.6,0,0.432,28.8586,0,1.44293e-07,9.19967e-06,1e+24,100000,0,0.0310001,0,0,0,0,0.0178332,0.00077868,71,0,1
0,1.90273e-05,0,0,1e+14,1.86734e+25,1.001,388,0.09986,0,0,14581.6,0,0.432,28.8632,0,1.44316e-07,9.1999e-06,1e+24,100000,0,0.0309951,0,0,0,0,0.0186824,0.00081576,72,0,1
0,1.90321e-05,0,0,1e+14,1.86703e+25,1.001,388,0.09986,0,0,14581.7,0,0.432,28.8681,0,1.44341e-07,9.20014e-06,1e+24,100000,0,0.0309899,0,0,0,0,0.0195316,0.00085284,73,0,1
0,1.90372e-05,0,0,1e+14,1.8667e+25,1.001,388,0.09986,0,0,14581.7,0,0.432,28.8732,0,1.44366e-07,9.2004e-06,1e+24,100000,0,0.0309844,0,0,0,0,0.0203808,0.00088992,74,0,1
0,1.90424e-05,0,0,1e+14,1.86636e+25,1.001,388,0.09986,0,0,14581.8,0,0.432,28.8785,0,1.44393e-07,9.20066e-06,1e+24,100000,0,0.0309787,0,0,0,0,0.02123,0.000927,75,0,1
0,1.90479e-05,0,0,1e+14,1.866e+25,1.001,388,0.09986,0,0,14581.8,0,0.432,28.884,0,1.4442e-07,9.20094e-06,1e+24,100000,0,0.0309728,0,0,0,0,0.0220792,0.00096408,76,0,1
0,1.90535e-05,0,0,1e+14,1.86563e+25,1.001,388,0.09986,0,0,14581.9,0,0.432,28.8897,0,1.44449e-07,9.20122e-06,1e+24,100000,0,0.0309667,0,0,0,0,0.0229284,0.00100116,77,0,1
0,1.90593e-05,0,0,1e+14,1.86525e+25,1.001,388,0.09986,0,0,14582,0,0.432,28.8956,0,1.44478e-07,9.20151e-06,1e+24,100000,0,0.0309604,0,0,0,0,0.0237776,0.00103824,78,0,1
0,1.90652e-05,0,0,1e+14,1.86487e+25,1.001,388,0.09986,0,0,14582,0,0.432,28.9016,0,1.44508e-07,9.20181e-06,1e+24,100000,0,0.030954,0,0,0,0,0.0246268,0.00107532,79,0,1
0,1.90712e-05,0,0,1e+14,1.86448e+25,1.001,388,0.09986,0,0,14582.1,0,0.432,28.9076,0,1.44538e-07,9.20211e-06,1e+24,100000,0,0.0309475,0,0,0,0,0.025476,0.0011124,80,0,1
0,1.90773e-05,0,0,1e+14,1.86408e+25,1.001,388,0.09986,0,0,14582.2,0,0.432,28.9138,0,1.44569e-07,9.20242e-06,1e+24,100000,0,0.030941,0,0,0,0,0.0263252,0.00114948,81,0,1
0,1.90833e-05,0,0,1e+14,1.86369e+25,1.001,388,0.09986,0,0,14582.2,0,0.432,28.9199,0,1.446e-07,9.20272e-06,1e+24,100000,0,0.0309344,0,0,0,0,0.0271744,0.00118656,82,0,1
0,1.90894e-05,0,0,1e+14,1.86329e+25,1.001,388,0.09986,0,0,14582.3,0,0.432,28.926,0,1.4463e-07,9.20303e-06,1e+24,100000,0,0.0309279,0,0,0,0,0.0280236,0.00122364,83,0,1
0,1.90952e-05,0,0,1e+14,1.86291e+25,1.001,388,0.09986,0,0,14582.4,0,0.432,28.9319,0,1.4466e-07,9.20332e-06,1e+24,100000,0,0.0309216,0,0,0,0,0.0288728,0.00126072,84,0,1
0,1.91009e-05,0,0,1e+14,1.86254e+25,1.001,388,0.09986,0,0,14582.4,0,0.432,28.9376,0,1.44688e-07,9.2036e-06,1e+24,100000,0,0.0309155,0,0,0,0,0.029722,0.0012978,85,0,1
0,1.91063e-05,0,0,1e+14,1.8622e+25,1.001,388,0.09986,0,0,14582.5,0,0.432,28.943,0,1.44715e-07,9.20387e-06,1e+24,100000,0,0.0309097,0,0,0,0,0.0305712,0.00133488,86,0,1
0,1.91112e-05,0,0,1e+14,1.86188e+25,1.001,388,0.09986,0,0,14582.6,0,0.432,28.948,0,1.4474e-07,9.20412e-06,1e+24,100000,0,0.0309044,0,0,0,0,0.0314204,0.00137196,87,0,1
0,1.91155e-05,0,0,1e+14,1.86159e+25,1.001,388,0.09986,0,0,14582.6,0,0.432,28.9524,0,1.44762e-07,9.20434e-06,1e+24,100000,0,0.0308997,0,0,0,0,0.0322696,0.00140904,88,0,1
0,1.91192e-05,0,0,1e+14,1.86136e+25,1.001,388,0.09986,0,0,14582.6,0,0.432,28.9561,0,1.4478e-07,9.20452e-06,1e+24,100000,0,0.0308958,0,0,0,0,0.0331188,0.00144612,89,0,1
0,1.91219e-05,0,0,1e+14,1.86118e+25,1.001,388,0.09986,0,0,14582.7,0,0.432,28.9588,0,1.44794e-07,9.20466e-06,1e+24,100000,0,0.0308928,0,0,0,0,0.033968,0.0014832,90,0,1
0,1.91234e-05,0,0,1e+14,1.86108e+25,1.001,388,0.09986,0,0,14582.7,0,0.432,28.9604,0,1.44802e-07,9.20474e-06,1e+24,100000,0,0.0308911,0,0,0,0,0.0348172,0.00152028,91,0,1
0,1.91236e-05,0,0,1e+14,1.86107e+25,1.001,388,0.09986,0,0,14582.7,0,0.432,28.9606,0,1.44803e-07,9.20474e-06,1e+24,100000,0,0.030891,0,0,0,0,0.0356664,0.00155736,92,0,1
0,1.91221e-05,0,0,1e+14,1.86117e+25,1.001,388,0.09986,0,0,14582.7,0,0.432,28.959,0,1.44795e-07,9.20467e-06,1e+24,100000,0,0.0308926,0,0,0,0,0.0365156,0.00159444,93,0,1
0,1.91185e-05,0,0,1e+14,1.8614e+25,1.001,388,0.09986,0,0,14582.6,0,0.432,28.9554,0,1.44777e-07,9.20449e-06,1e+24,100000,0,0.0308964,0,0,0,0,0.0373648,0.00163152,94,0,1
0,1.91125e-05,0,0,1e+14,1.86179e+25,1.001,388,0.09986,0,0,14582.6,0,0.432,28.9493,0,1.44747e-07,9.20418e-06,1e+24,100000,0,0.030903,0,0,0,0,0.038214,0.0016686,95,0,1
0,1.91034e-05,0,0,1e+14,1.86238e+25,1.001,388,0.09986,0,0,14582.5,0,0.432,28.9402,0,1.44701e-07,9.20373e-06,1e+24,100000,0,0.0309127,0,0,0,0,0.0390632,0.00170568,96,0,1
0,1.90907e-05,0,0,1e+14,1.8632e+25,1.001,388,0.09986,0,0,14582.3,0,0.432,28.9274,0,1.44637e-07,9.2031e-06,1e+24,100000,0,0.0309264,0,0,0,0,0.0399124,0.00174276,97,0,1
0,1.90738e-05,0,0,1e+14,1.86431e+25,1.001,388,0.09986,0,0,14582.1,0,0.432,28.9102,0,1.44551e-07,9.20224e-06,1e+24,100000,0,0.0309448,0,0,0,0,0.0407616,0.00177984,98,0,1
0,1.90515e-05,0,0,1e+14,1.86576e+25,1.001,388,0.09986,0,0,14581.9,0,0.432,28.8877,0,1.44439e-07,9.20112e-06,1e+24,100000,0,0.0309688,0,0,0,0,0.0416108,0.00181692,99,0,1
0,1.9039e-05,0,0,5e+13,1.86658e+25,1.001,388,0.04993,0,0,14581.7,0,0.432,28.8751,0,1.44375e-07,9.20049e-06,1e+24,100000,0,0.0309824,0,0,0,0,0.04246,0.001854,100,0,1
0,1.90715e-05,0,0,9.99999e+13,1.86448e+25,1.001,388.658,0.168994,-0.000564582,8.11568e-09,14582.1,0,0.432,28.9078,0,1.44539e-07,9.20211e-06,1e+24,100000,0,0.0309477,0,0,0,0.0125786,0,0,101,0,1
0,1.90717e-05,0,0,9.99998e+13,1.86447e+25,1.001,388.66,0.169013,-0.00096115,1.02649e-08,14582.1,0,0.432,28.908,0,1.4454e-07,9.20212e-06,1e+24,100000,0,0.0309474,0,0,0,0.0125786,0.0008492,-3.708e-05,102,0,1
0,1.90723e-05,0,0,9.99998e+13,1.86443e+25,1.001,388.669,0.169074,-0.00177692,1.14211e-08,14582.1,0,0.432,28.9087,0,1.44544e-07,9.20215e-06,1e+24,100000,0,0.0309467,0,0,0,0.0125786,0.0016984,-7.416e-05,103,0,1
0,1.90735e-05,0,0,9.99997e+13,1.86435e+25,1.001,388.685,0.16918,-0.00262258,9.54862e-09,14582.1,0,0.432,28.9099,0,1.44549e-07,9.20221e-06,1e+24,100000,0,0.0309455,0,0,0,0.0125786,0.0025476,-0.00011124,104,0,1
0,1.90751e-05,0,0,9.99996e+13,1.86425e+25,1.001,388.707,0.169331,-0.00348056,8.55698e-09,14582.1,0,0.432,28.9115,0,1.44558e-07,9.20229e-06,1e+24,100000,0,0.0309437,0,0,0,0.0125786,0.0033968,-0.00014832,105,0,1
0,1.90773e-05,0,0,9.99994e+13,1.86411e+25,1.001,388.736,0.169526,-0.00434748,9.17262e-09,14582.2,0,0.432,28.9137,0,1.44568e-07,9.2024e-06,1e+24,100000,0,0.0309414,0,0,0,0.0125786,0.004246,-0.0001854,106,0,1
0,1.90799e-05,0,0,9.99991e+13,1.86394e+25,1.001,388.772,0.169764,-0.00522223,1.07952e-08,14582.2,0,0.432,28.9163,0,1.44582e-07,9.20253e-06,1e+24,100000,0,0.0309386,0,0,0,0.0125786,0.0050952,-0.00022248,107,0,1
0,1.9083e-05,0,0,9.99987e+13,1.86374e+25,1.001,388.814,0.170045,-0.00610525,1.26648e-08,14582.2,0,0.432,28.9195,0,1.44597e-07,9.20269e-06,1e+24,100000,0,0.0309353,0,0,0,0.0125786,0.0059444,-0.00025956,108,0,1
0,1.90866e-05,0,0,9.9998e+13,1.8635e+25,1.001,388.863,0.170367,-0.00699732,1.49842e-08,14582.3,0,0.432,28.9231,0,1.44616e-07,9.20287e-06,1e+24,100000,0,0.0309314,0,0,0,0.0125786,0.0067936,-0.00029664,109,0,1
0,1.90908e-05,0,0,9.9997e+13,1.86323e+25,1.001,388.919,0.170731,-0.00789918,1.73996e-08,14582.3,0,0.432,28.9273,0,1.44637e-07,9.20308e-06,1e+24,100000,0,0.0309269,0,0,0,0.0125786,0.0076428,-0.00033372,110,0,1
0,1.90955e-05,0,0,9.99956e+13,1.86293e+25,1.001,388.983,0.171136,-0.00881148,1.83067e-08,14582.4,0,0.432,28.932,0,1.4466e-07,9.20331e-06,1e+24,100000,0,0.0309219,0,0,0,0.0125786,0.008492,-0.0003708,111,0,1
0,1.91007e-05,0,0,9.99936e+13,1.86259e+25,1.001,389.054,0.171578,-0.00973474,1.7997e-08,14582.4,0,0.432,28.9373,0,1.44687e-07,9.20357e-06,1e+24,100000,0,0.0309162,0,0,0,0.0125786,0.0093412,-0.00040788,112,0,1
0,1.91065e-05,0,0,9.99907e+13,1.86222e+25,1.001,389.133,0.172058,-0.0106693,1.79184e-08,14582.5,0,0.432,28.9432,0,1.44716e-07,9.20386e-06,1e+24,100000,0,0.03091,0,0,0,0.0125786,0.0101904,-0.00044496,113,0,1
0,1.9113e-05,0,0,9.99868e+13,1.8618e+25,1.001,389.22,0.172572,-0.0116154,1.74322e-08,14582.6,0,0.432,28.9497,0,1.44748e-07,9.20418e-06,1e+24,100000,0,0.0309031,0,0,0,0.0125786,0.0110396,-0.00048204,114,0,1
