,D,Jk,Jk2,N,Nair,S,T,Uair:0,Uair:1,Uair:2,cp,dpstar,k,kn,kstar,lambda,muAir,nPartNode1,pAir,pSat,rho,sigma,theta,vpstar,Points:0,Points:1,Points:2,vtkOriginalIndices,__vtkIsSelected__,vtkCompositeIndexArray
0,0.000151203,0,0,1.18187e+13,4.68924e+24,1.001,1545.32,0.1728,7.43544e-06,-4.17165e-09,16246.8,0,0.432,114.939,0,5.74695e-07,1.04225e-05,1e+24,100000,0,0.00778345,0,0,0,0.603774,0.0390632,0.00170568,4944,0,1
0,0.000151511,0,0,8.99947e+12,4.68289e+24,1.001,1547.42,0.131077,4.39905e-06,-3.3568e-09,16251.3,0,0.432,115.095,0,5.75475e-07,1.04231e-05,1e+24,100000,0,0.0077729,0,0,0,0.603774,0.0399124,0.00174276,4945,0,1
0,0.000151814,0,0,6.23595e+12,4.67665e+24,1.001,1549.48,0.0883653,2.08148e-06,-2.39021e-09,16255.7,0,0.432,115.248,0,5.76242e-07,1.04237e-05,1e+24,100000,0,0.00776255,0,0,0,0.603774,0.0407616,0.00177984,4946,0,1
0,0.000152112,0,0,3.52859e+12,4.67054e+24,1.001,1551.51,0.0446653,6.56427e-07,-1.2784e-09,16260,0,0.432,115.399,0,5.76996e-07,1.04243e-05,1e+24,100000,0,0.0077524,0,0,0,0.603774,0.0416108,0.00181692,4947,0,1
0,0.00015226,0,0,0,4.66751e+24,1.001,1553.5,0,0,0,16262.1,0,0.432,115.474,0,5.7737e-07,1.04246e-05,1e+24,100000,0,0.00774737,0,0,0,0.603774,0.04246,0.001854,4948,0,1
0,0.000141237,0,0,9.71974e+13,4.90736e+24,1.001,1476.65,1.08198,3.0774e-06,-1.52971e-09,16099,0,0.432,109.831,0,5.49156e-07,1.04009e-05,1e+24,100000,0,0.00814548,0,0,0,0.616352,0,0,4949,0,1
0,0.000141244,0,0,9.71746e+13,4.90721e+24,1.001,1476.69,1.08163,5.12781e-06,-2.49577e-09,16099.1,0,0.432,109.835,0,5.49173e-07,1.04009e-05,1e+24,100000,0,0.00814523,0,0,0,0.616352,0.0008492,-3.708e-05,4950,0,1
0,0.000141265,0,0,9.71011e+13,4.90672e+24,1.001,1476.84,1.0805,9.42785e-06,-4.48665e-09,16099.4,0,0.432,109.845,0,5.49227e-07,1.0401e-05,1e+24,100000,0,0.00814443,0,0,0,0.616352,0.0016984,-7.416e-05,4951,0,1
0,0.000141301,0,0,9.69728e+13,4.90588e+24,1.001,1477.09,1.07854,1.39466e-05,-8.16771e-09,16099.9,0,0.432,109.864,0,5.49321e-07,1.0401e-05,1e+24,100000,0,0.00814303,0,0,0,0.616352,0.0025476,-0.00011124,4952,0,1
0,0.000141352,0,0,9.67892e+13,4.9047e+24,1.001,1477.45,1.07578,1.84815e-05,-1.31563e-08,16100.7,0,0.432,109.891,0,5.49453e-07,1.04012e-05,1e+24,100000,0,0.00814108,0,0,0,0.616352,0.0033968,-0.00014832,4953,0,1
0,0.000141417,0,0,9.65482e+13,4.90319e+24,1.001,1477.9,1.07221,2.29974e-05,-1.70449e-08,16101.7,0,0.432,109.925,0,5.49623e-07,1.04013e-05,1e+24,100000,0,0.00813856,0,0,0,0.616352,0.004246,-0.0001854,4954,0,1
0,0.000141497,0,0,9.62467e+13,4.90134e+24,1.001,1478.46,1.06784,2.74762e-05,-1.9183e-08,16102.9,0,0.432,109.966,0,5.4983e-07,1.04015e-05,1e+24,100000,0,0.0081355,0,0,0,0.616352,0.0050952,-0.00022248,4955,0,1
0,0.000141591,0,0,9.5881e+13,4.89917e+24,1.001,1479.11,1.06267,3.19049e-05,-2.0454e-08,16104.3,0,0.432,110.015,0,5.50073e-07,1.04017e-05,1e+24,100000,0,0.0081319,0,0,0,0.616352,0.0059444,-0.00025956,4956,0,1
0,0.000141699,0,0,9.54467e+13,4.89668e+24,1.001,1479.87,1.05668,3.62702e-05,-2.15092e-08,16106,0,0.432,110.07,0,5.50352e-07,1.0402e-05,1e+24,100000,0,0.00812777,0,0,0,0.616352,0.0067936,-0.00029664,4957,0,1
0,0.000141821,0,0,9.4939e+13,4.89389e+24,1.001,1480.71,1.04988,4.05576e-05,-2.17949e-08,16107.8,0,0.432,110.133,0,5.50667e-07,1.04022e-05,1e+24,100000,0,0.00812312,0,0,0,0.616352,0.0076428,-0.00033372,4958,0,1
0,0.000141955,0,0,9.43527e+13,4.89079e+24,1.001,1481.65,1.04227,4.47499e-05,-2.18467e-08,16109.8,0,0.432,110.203,0,5.51016e-07,1.04025e-05,1e+24,100000,0,0.00811797,0,0,0,0.616352,0.008492,-0.0003708,4959,0,1
0,0.000142103,0,0,9.36824e+13,4.88739e+24,1.001,1482.68,1.03383,4.88316e-05,-2.21035e-08,16112,0,0.432,110.28,0,5.51399e-07,1.04029e-05,1e+24,100000,0,0.00811234,0,0,0,0.616352,0.0093412,-0.00040788,4960,0,1
0,0.000142264,0,0,9.29222e+13,4.88371e+24,1.001,1483.8,1.02457,5.2786e-05,-2.19414e-08,16114.5,0,0.432,110.363,0,5.51814e-07,1.04032e-05,1e+24,100000,0,0.00810624,0,0,0,0.616352,0.0101904,-0.00044496,4961,0,1
0,0.000142437,0,0,9.20664e+13,4.87976e+24,1.001,1485,1.01447,5.65924e-05,-2.15553e-08,16117.1,0,0.432,110.452,0,5.5226e-07,1.04036e-05,1e+24,100000,0,0.00809968,0,0,0,0.616352,0.0110396,-0.00048204,4962,0,1
0,0.000142621,0,0,9.11094e+13,4.87555e+24,1.001,1486.28,1.00354,6.023e-05,-2.11385e-08,16119.8,0,0.432,110.548,0,5.52738e-07,1.0404e-05,1e+24,100000,0,0.00809269,0,0,0,0.616352,0.0118888,-0.00051912,4963,0,1
0,0.000142817,0,0,9.00457e+13,4.87109e+24,1.001,1487.64,0.991755,6.36766e-05,-2.06383e-08,16122.8,0,0.432,110.649,0,5.53244e-07,1.04045e-05,1e+24,100000,0,0.00808528,0,0,0,0.616352,0.012738,-0.0005562,4964,0,1
0,0.000143024,0,0,8.887e+13,4.86638e+24,1.001,1489.08,0.979124,6.69091e-05,-2.0185e-08,16125.9,0,0.432,110.756,0,5.53778e-07,1.04049e-05,1e+24,100000,0,0.00807747,0,0,0,0.616352,0.0135872,-0.00059328,4965,0,1
0,0.000143242,0,0,8.7578e+13,4.86146e+24,1.001,1490.59,0.965635,6.99047e-05,-1.94687e-08,16129.2,0,0.432,110.868,0,5.5434e-07,1.04054e-05,1e+24,100000,0,0.00806929,0,0,0,0.616352,0.0144364,-0.00063036,4966,0,1
0,0.000143469,0,0,8.61655e+13,4.85632e+24,1.001,1492.17,0.95128,7.26389e-05,-1.8769e-08,16132.6,0,0.432,110.985,0,5.54926e-07,1.04059e-05,1e+24,100000,0,0.00806076,0,0,0,0.616352,0.0152856,-0.00066744,4967,0,1
0,0.000143706,0,0,8.46295e+13,4.85097e+24,1.001,1493.81,0.936054,7.5088e-05,-1.80726e-08,16136.1,0,0.432,111.107,0,5.55537e-07,1.04065e-05,1e+24,100000,0,0.00805189,0,0,0,0.616352,0.0161348,-0.00070452,4968,0,1
0,0.000143952,0,0,8.29678e+13,4.84545e+24,1.001,1495.51,0.91995,7.72281e-05,-1.7202e-08,16139.8,0,0.432,111.234,0,5.56171e-07,1.0407e-05,1e+24,100000,0,0.00804272,0,0,0,0.616352,0.016984,-0.0007416,4969,0,1
0,0.000144206,0,0,8.1179e+13,4.83975e+24,1.001,1497.27,0.902959,7.90358e-05,-1.63173e-08,16143.6,0,0.432,111.365,0,5.56826e-07,1.04076e-05,1e+24,100000,0,0.00803326,0,0,0,0.616352,0.0178332,-0.00077868,4970,0,1
0,0.000144468,0,0,7.92633e+13,4.83389e+24,1.001,1499.09,0.885076,8.04874e-05,-1.56744e-08,16147.5,0,0.432,111.5,0,5.575e-07,1.04082e-05,1e+24,100000,0,0.00802354,0,0,0,0.616352,0.0186824,-0.00081576,4971,0,1
0,0.000144738,0,0,7.72215e+13,4.82789e+24,1.001,1500.95,0.866293,8.15619e-05,-1.50803e-08,16151.6,0,0.432,111.639,0,5.58193e-07,1.04087e-05,1e+24,100000,0,0.00801358,0,0,0,0.616352,0.0195316,-0.00085284,4972,0,1
0,0.000145014,0,0,7.50562e+13,4.82176e+24,1.001,1502.86,0.846603,8.22408e-05,-1.42033e-08,16155.7,0,0.432,111.781,0,5.58903e-07,1.04093e-05,1e+24,100000,0,0.0080034,0,0,0,0.616352,0.0203808,-0.00088992,4973,0,1
0,0.000145296,0,0,7.27708e+13,4.81551e+24,1.001,1504.81,0.825999,8.25056e-05,-1.32829e-08,16159.9,0,0.432,111.926,0,5.59628e-07,1.041e-05,1e+24,100000,0,0.00799303,0,0,0,0.616352,0.02123,-0.000927,4974,0,1
0,0.000145584,0,0,7.03701e+13,4.80916e+24,1.001,1506.79,0.804476,8.23422e-05,-1.24918e-08,16164.2,0,0.432,112.073,0,5.60366e-07,1.04106e-05,1e+24,100000,0,0.0079825,0,0,0,0.616352,0.0220792,-0.00096408,4975,0,1
0,0.000145877,0,0,6.78601e+13,4.80273e+24,1.001,1508.81,0.782026,8.17402e-05,-1.18013e-08,16168.5,0,0.432,112.223,0,5.61117e-07,1.04112e-05,1e+24,100000,0,0.00797181,0,0,0,0.616352,0.0229284,-0.00100116,4976,0,1
0,0.000146174,0,0,6.52479e+13,4.79622e+24,1.001,1510.86,0.758644,8.06913e-05,-1.12918e-08,16172.9,0,0.432,112.376,0,5.61879e-07,1.04119e-05,1e+24,100000,0,0.007961,0,0,0,0.616352,0.0237776,-0.00103824,4977,0,1
0,0.000146475,0,0,6.25415e+13,4.78964e+24,1.001,1512.93,0.734323,7.91918e-05,-1.08094e-08,16177.4,0,0.432,112.53,0,5.6265e-07,1.04125e-05,1e+24,100000,0,0.0079501,0,0,0,0.616352,0.0246268,-0.00107532,4978,0,1
0,0.000146779,0,0,5.97497e+13,4.78302e+24,1.001,1515.03,0.709059,7.72417e-05,-1.01298e-08,16181.9,0,0.432,112.686,0,5.63428e-07,1.04132e-05,1e+24,100000,0,0.00793911,0,0,0,0.616352,0.025476,-0.0011124,4979,0,1
0,0.000147085,0,0,5.68823e+13,4.77637e+24,1.001,1517.14,0.682844,7.48467e-05,-9.60814e-09,16186.4,0,0.432,112.843,0,5.64213e-07,1.04138e-05,1e+24,100000,0,0.00792806,0,0,0,0.616352,0.0263252,-0.00114948,4980,0,1
0,0.000147394,0,0,5.39494e+13,4.76969e+24,1.001,1519.26,0.655676,7.20181e-05,-9.20285e-09,16191,0,0.432,113.001,0,5.65003e-07,1.04145e-05,1e+24,100000,0,0.00791698,0,0,0,0.616352,0.0271744,-0.00118656,4981,0,1
0,0.000147705,0,0,5.09617e+13,4.76301e+24,1.001,1521.39,0.627548,6.87723e-05,-8.91202e-09,16195.6,0,0.432,113.159,0,5.65796e-07,1.04152e-05,1e+24,100000,0,0.00790588,0,0,0,0.616352,0.0280236,-0.00122364,4982,0,1
0,0.000148016,0,0,4.79299e+13,4.75632e+24,1.001,1523.53,0.598458,6.51316e-05,-8.63428e-09,16200.1,0,0.432,113.318,0,5.66591e-07,1.04158e-05,1e+24,100000,0,0.00789479,0,0,0,0.616352,0.0288728,-0.00126072,4983,0,1
0,0.000148328,0,0,4.48649e+13,4.74965e+24,1.001,1525.67,0.5684,6.11251e-05,-8.17657e-09,16204.7,0,0.432,113.477,0,5.67387e-07,1.04165e-05,1e+24,100000,0,0.00788371,0,0,0,0.616352,0.029722,-0.0012978,4984,0,1
0,0.00014864,0,0,4.17775e+13,4.743e+24,1.001,1527.81,0.537371,5.67865e-05,-7.80159e-09,16209.3,0,0.432,113.636,0,5.68182e-07,1.04171e-05,1e+24,100000,0,0.00787267,0,0,0,0.616352,0.0305712,-0.00133488,4985,0,1
0,0.000148952,0,0,3.86782e+13,4.73638e+24,1.001,1529.94,0.505369,5.21579e-05,-7.47369e-09,16213.9,0,0.432,113.795,0,5.68975e-07,1.04178e-05,1e+24,100000,0,0.00786169,0,0,0,0.616352,0.0314204,-0.00137196,4986,0,1
0,0.000149262,0,0,3.55771e+13,4.72981e+24,1.001,1532.07,0.47239,4.72903e-05,-7.11175e-09,16218.5,0,0.432,113.953,0,5.69766e-07,1.04184e-05,1e+24,100000,0,0.00785078,0,0,0,0.616352,0.0322696,-0.00140904,4987,0,1
0,0.000149571,0,0,3.24836e+13,4.72329e+24,1.001,1534.18,0.438433,4.22403e-05,-6.71496e-09,16223,0,0.432,114.11,0,5.70552e-07,1.04191e-05,1e+24,100000,0,0.00783996,0,0,0,0.616352,0.0331188,-0.00144612,4988,0,1
0,0.000149878,0,0,2.94066e+13,4.71683e+24,1.001,1536.28,0.403494,3.70729e-05,-6.28185e-09,16227.5,0,0.432,114.267,0,5.71334e-07,1.04197e-05,1e+24,100000,0,0.00782924,0,0,0,0.616352,0.033968,-0.0014832,4989,0,1
0,0.000150184,0,0,2.63542e+13,4.71044e+24,1.001,1538.37,0.367573,3.18622e-05,-5.84771e-09,16231.9,0,0.432,114.422,0,5.72108e-07,1.04204e-05,1e+24,100000,0,0.00781863,0,0,0,0.616352,0.0348172,-0.00152028,4990,0,1
0,0.000150486,0,0,2.33337e+13,4.70413e+24,1.001,1540.43,0.330668,2.66905e-05,-5.32825e-09,16236.3,0,0.432,114.575,0,5.72876e-07,1.0421e-05,1e+24,100000,0,0.00780815,0,0,0,0.616352,0.0356664,-0.00155736,4991,0,1
0,0.000150785,0,0,2.03513e+13,4.6979e+24,1.001,1542.47,0.292778,2.16513e-05,-4.74958e-09,16240.7,0,0.432,114.727,0,5.73636e-07,1.04216e-05,1e+24,100000,0,0.00779781,0,0,0,0.616352,0.0365156,-0.00159444,4992,0,1
0,0.000151081,0,0,1.74124e+13,4.69176e+24,1.001,1544.49,0.253904,1.68456e-05,-4.17984e-09,16245,0,0.432,114.877,0,5.74387e-07,1.04222e-05,1e+24,100000,0,0.00778762,0,0,0,0.616352,0.0373648,-0.00163152,4993,0,1
0,0.000151374,0,0,1.45215e+13,4.68571e+24,1.001,1546.49,0.214044,1.23859e-05,-3.55139e-09,16249.3,0,0.432,115.026,0,5.75128e-07,1.04228e-05,1e+24,100000,0,0.00777758,0,0,0,0.616352,0.038214,-0.0016686,4994,0,1
0,0.000151663,0,0,1.16818e+13,4.67976e+24,1.001,1548.45,0.173199,8.39369e-06,-2.94559e-09,16253.5,0,0.432,115.172,0,5.75859e-07,1.04234e-05,1e+24,100000,0,0.00776771,0,0,0,0.616352,0.0390632,-0.00170568,4995,0,1
0,0.000151947,0,0,8.89575e+12,4.67392e+24,1.001,1550.39,0.131369,4.99934e-06,-2.31359e-09,16257.6,0,0.432,115.316,0,5.76578e-07,1.0424e-05,1e+24,100000,0,0.00775801,0,0,0,0.616352,0.0399124,-0.00174276,4996,0,1
0,0.000152227,0,0,6.16475e+12,4.66819e+24,1.001,1552.29,0.0885554,2.37319e-06,-1.61833e-09,16261.7,0,0.432,115.457,0,5.77287e-07,1.04245e-05,1e+24,100000,0,0.00774849,0,0,0,0.616352,0.0407616,-0.00177984,4997,0,1
0,0.000152503,0,0,3.48914e+12,4.66256e+24,1.001,1554.16,0.0447587,7.46604e-07,-8.44106e-10,16265.6,0,0.432,115.597,0,5.77983e-07,1.04251e-05,1e+24,100000,0,0.00773916,0,0,0,0.616352,0.0416108,-0.00181692,4998,0,1
0,0.000152639,0,0,0,4.65978e+24,1.001,1556,0,0,0,16267.6,0,0.432,115.666,0,5.78328e-07,1.04254e-05,1e+24,100000,0,0.00773454,0,0,0,0.616352,0.04246,-0.001854,4999,0,1
0,0.000141244,0,0,9.71746e+13,4.90721e+24,1.001,1476.69,1.08163,5.12781e-06,-2.49577e-09,16099.1,0,0.432,109.835,0,5.49173e-07,1.04009e-05,1e+24,100000,0,0.00814523,0,0,0,0.616352,0.0008492,3.708e-05,5000,0,1
0,0.000141265,0,0,9.71011e+13,4.90672e+24,1.001,1476.84,1.0805,9.42785e-06,-4.48665e-09,16099.4,0,0.432,109.845,0,5.49227e-07,1.0401e-05,1e+24,100000,0,0.00814443,0,0,0,0.616352,0.0016984,7.416e-05,5001,0,1
0,0.000141301,0,0,9.69728e+13,4.90588e+24,1.001,1477.09,1.07854,1.39466e-05,-8.16771e-09,16099.9,0,0.432,109.864,0,5.49321e-07,1.0401e-05,1e+24,100000,0,0.00814303,0,0,0,0.616352,0.0025476,0.00011124,5002,0,1
0,0.000141352,0,0,9.67892e+13,4.9047e+24,1.001,1477.45,1.07578,1.84815e-05,-1.31563e-08,16100.7,0,0.432,109.891,0,5.49453e-07,1.04012e-05,1e+24,100000,0,0.00814108,0,0,0,0.616352,0.0033968,0.00014832,5003,0,1
0,0.000141417,0,0,9.65482e+13,4.90319e+24,1.001,1477.9,1.07221,2.29974e-05,-1.70449e-08,16101.7,0,0.432,109.925,0,5.49623e-07,1.04013e-05,1e+24,100000,0,0.00813856,0,0,0,0.616352,0.004246,0.0001854,5004,0,1
0,0.000141497,0,0,9.62467e+13,4.90134e+24,1.001,1478.46,1.06784,2.74762e-05,-1.9183e-08,16102.9,0,0.432,109.966,0,5.4983e-07,1.04015e-05,1e+24,100000,0,0.0081355,0,0,0,0.616352,0.0050952,0.00022248,5005,0,1
0,0.000141591,0,0,9.5881e+13,4.89917e+24,1.001,1479.11,1.06267,3.19049e-05,-2.0454e-08,16104.3,0,0.432,110.015,0,5.50073e-07,1.04017e-05,1e+24,100000,0,0.0081319,0,0,0,0.616352,0.0059444,0.00025956,5006,0,1
0,0.000141699,0,0,9.54467e+13,4.89668e+24,1.001,1479.87,1.05668,3.62702e-05,-2.15092e-08,16106,0,0.432,110.07,0,5.50352e-07,1.0402e-05,1e+24,100000,0,0.00812777,0,0,0,0.616352,0.0067936,0.00029664,5007,0,1
0,0.000141821,0,0,9.4939e+13,4.89389e+24,1.001,1480.71,1.04988,4.05576e-05,-2.17949e-08,16107.8,0,0.432,110.133,0,5.50667e-07,1.04022e-05,1e+24,100000,0,0.00812312,0,0,0,0.616352,0.0076428,0.00033372,5008,0,1
0,0.000141955,0,0,9.43527e+13,4.89079e+24,1.001,1481.65,1.04227,4.47499e-05,-2.18467e-08,16109.8,0,0.432,110.203,0,5.51016e-07,1.04025e-05,1e+24,100000,0,0.00811797,0,0,0,0.616352,0.008492,0.0003708,5009,0,1
0,0.000142103,0,0,9.36824e+13,4.88739e+24,1.001,1482.68,1.03383,4.88316e-05,-2.21035e-08,16112,0,0.432,110.28,0,5.51399e-07,1.04029e-05,1e+24,100000,0,0.00811234,0,0,0,0.616352,0.0093412,0.00040788,5010,0,1
0,0.000142264,0,0,9.29222e+13,4.88371e+24,1.001,1483.8,1.02457,5.2786e-05,-2.19414e-08,16114.5,0,0.432,110.363,0,5.51814e-07,1.04032e-05,1e+24,100000,0,0.00810624,0,0,0,0.616352,0.0101904,0.00044496,5011,0,1
0,0.000142437,0,0,9.20664e+13,4.87976e+24,1.001,1485,1.01447,5.65924e-05,-2.15553e-08,16117.1,0,0.432,110.452,0,5.5226e-07,1.04036e-05,1e+24,100000,0,0.00809968,0,0,0,0.616352,0.0110396,0.00048204,5012,0,1
0,0.000142621,0,0,9.11094e+13,4.87555e+24,1.001,1486.28,1.00354,6.023e-05,-2.11385e-08,16119.8,0,0.432,110.548,0,5.52738e-07,1.0404e-05,1e+24,100000,0,0.00809269,0,0,0,0.616352,0.0118888,0.00051912,5013,0,1
0,0.000142817,0,0,9.00457e+13,4.87109e+24,1.001,1487.64,0.991755,6.36766e-05,-2.06383e-08,16122.8,0,0.432,110.649,0,5.53244e-07,1.04045e-05,1e+24,100000,0,0.00808528,0,0,0,0.616352,0.012738,0.0005562,5014,0,1
0,0.000143024,0,0,8.887e+13,4.86638e+24,1.001,1489.08,0.979124,6.69091e-05,-2.0185e-08,16125.9,0,0.432,110.756,0,5.53778e-07,1.04049e-05,1e+24,100000,0,0.00807747,0,0,0,0.616352,0.0135872,0.00059328,5015,0,1
0,0.000143242,0,0,8.7578e+13,4.86146e+24,1.001,1490.59,0.965635,6.99047e-05,-1.94687e-08,16129.2,0,0.432,110.868,0,5.5434e-07,1.04054e-05,1e+24,100000,0,0.00806929,0,0,0,0.616352,0.0144364,0.00063036,5016,0,1
0,0.000143469,0,0,8.61655e+13,4.85632e+24,1.001,1492.17,0.95128,7.26389e-05,-1.8769e-08,16132.6,0,0.432,110.985,0,5.54926e-07,1.04059e-05,1e+24,100000,0,0.00806076,0,0,0,0.616352,0.0152856,0.00066744,5017,0,1
0,0.000143706,0,0,8.46295e+13,4.85097e+24,1.001,1493.81,0.936054,7.5088e-05,-1.80726e-08,16136.1,0,0.432,111.107,0,5.55537e-07,1.04065e-05,1e+24,100000,0,0.00805189,0,0,0,0.616352,0.0161348,0.00070452,5018,0,1
0,0.000143952,0,0,8.29678e+13,4.84545e+24,1.001,1495.51,0.91995,7.72281e-05,-1.7202e-08,16139.8,0,0.432,111.234,0,5.56171e-07,1.0407e-05,1e+24,100000,0,0.00804272,0,0,0,0.616352,0.016984,0.0007416,5019,0,1
0,0.000144206,0,0,8.1179e+13,4.83975e+24,1.001,1497.27,0.902959,7.90358e-05,-1.63173e-08,16143.6,0,0.432,111.365,0,5.56826e-07,1.04076e-05,1e+24,100000,0,0.00803326,0,0,0,0.616352,0.0178332,0.00077868,5020,0,1
0,0.000144468,0,0,7.92633e+13,4.83389e+24,1.001,1499.09,0.885076,8.04874e-05,-1.56744e-08,16147.5,0,0.432,111.5,0,5.575e-07,1.04082e-05,1e+24,100000,0,0.00802354,0,0,0,0.616352,0.0186824,0.00081576,5021,0,1
0,0.000144738,0,0,7.72215e+13,4.82789e+24,1.001,1500.95,0.866293,8.15619e-05,-1.50803e-08,16151.6,0,0.432,111.639,0,5.58193e-07,1.04087e-05,1e+24,100000,0,0.00801358,0,0,0,0.616352,0.0195316,0.00085284,5022,0,1
0,0.000145014,0,0,7.50562e+13,4.82176e+24,1.001,1502.86,0.846603,8.22408e-05,-1.42033e-08,16155.7,0,0.432,111.781,0,5.58903e-07,1.04093e-05,1e+24,100000,0,0.0080034,0,0,0,0.616352,0.0203808,0.00088992,5023,0,1
0,0.000145296,0,0,7.27708e+13,4.81551e+24,1.001,1504.81,0.825999,8.25056e-05,-1.32829e-08,16159.9,0,0.432,111.926,0,5.59628e-07,1.041e-05,1e+24,100000,0,0.00799303,0,0,0,0.616352,0.02123,0.000927,5024,0,1
0,0.000145584,0,0,7.03701e+13,4.80916e+24,1.001,1506.79,0.804476,8.23422e-05,-1.24918e-08,16164.2,0,0.432,112.073,0,5.60366e-07,1.04106e-05,1e+24,100000,0,0.0079825,0,0,0,0.616352,0.0220792,0.00096408,5025,0,1
0,0.000145877,0,0,6.78601e+13,4.80273e+24,1.001,1508.81,0.782026,8.17402e-05,-1.18013e-08,16168.5,0,0.432,112.223,0,5.61117e-07,1.04112e-05,1e+24,100000,0,0.00797181,0,0,0,0.616352,0.0229284,0.00100116,5026,0,1
0,0.000146174,0,0,6.52479e+13,4.79622e+24,1.001,1510.86,0.758644,8.06913e-05,-1.12918e-08,16172.9,0,0.432,112.376,0,5.61879e-07,1.04119e-05,1e+24,100000,0,0.007961,0,0,0,0.616352,0.0237776,0.00103824,5027,0,1
0,0.000146475,0,0,6.25415e+13,4.78964e+24,1.001,1512.93,0.734323,7.91918e-05,-1.08094e-08,16177.4,0,0.432,112.53,0,5.6265e-07,1.04125e-05,1e+24,100000,0,0.0079501,0,0,0,0.616352,0.0246268,0.00107532,5028,0,1
0,0.000146779,0,0,5.97497e+13,4.78302e+24,1.001,1515.03,0.709059,7.72417e-05,-1.01298e-08,16181.9,0,0.432,112.686,0,5.63428e-07,1.04132e-05,1e+24,100000,0,0.00793911,0,0,0,0.616352,0.025476,0.0011124,5029,0,1
0,0.000147085,0,0,5.68823e+13,4.77637e+24,1.001,1517.14,0.682844,7.48467e-05,-9.60814e-09,16186.4,0,0.432,112.843,0,5.64213e-07,1.04138e-05,1e+24,100000,0,0.00792806,0,0,0,0.616352,0.0263252,0.00114948,5030,0,1
0,0.000147394,0,0,5.39494e+13,4.76969e+24,1.001,1519.26,0.655676,7.20181e-05,-9.20285e-09,16191,0,0.432,113.001,0,5.65003e-07,1.04145e-05,1e+24,100000,0,0.00791698,0,0,0,0.616352,0.0271744,0.00118656,5031,0,1
0,0.000147705,0,0,5.09617e+13,4.76301e+24,1.001,1521.39,0.627548,6.87723e-05,-8.91202e-09,16195.6,0,0.432,113.159,0,5.65796e-07,1.04152e-05,1e+24,100000,0,0.00790588,0,0,0,0.616352,0.0280236,0.00122364,5032,0,1
0,0.000148016,0,0,4.79299e+13,4.75632e+24,1.001,1523.53,0.598458,6.51316e-05,-8.63428e-09,16200.1,0,0.432,113.318,0,5.66591e-07,1.04158e-05,1e+24,100000,0,0.00789479,0,0,0,0.616352,0.0288728,0.00126072,5033,0,1
0,0.000148328,0,0,4.48649e+13,4.74965e+24,1.001,1525.67,0.5684,6.11251e-05,-8.17657e-09,16204.7,0,0.432,113.477,0,5.67387e-07,1.04165e-05,1e+24,100000,0,0.00788371,0,0,0,0.616352,0.029722,0.0012978,5034,0,1
0,0.00014864,0,0,4.17775e+13,4.743e+24,1.001,1527.81,0.537371,5.67865e-05,-7.80159e-09,16209.3,0,0.432,113.636,0,5.68182e-07,1.04171e-05,1e+24,100000,0,0.00787267,0,0,0,0.616352,0.0305712,0.00133488,5035,0,1
0,0.000148952,0,0,3.86782e+13,4.73638e+24,1.001,1529.94,0.505369,5.21579e-05,-7.47369e-09,16213.9,0,0.432,113.795,0,5.68975e-07,1.04178e-05,1e+24,100000,0,0.00786169,0,0,0,0.616352,0.0314204,0.00137196,5036,0,1
0,0.000149262,0,0,3.55771e+13,4.72981e+24,1.001,1532.07,0.47239,4.72903e-05,-7.11175e-09,16218.5,0,0.432,113.953,0,5.69766e-07,1.04184e-05,1e+24,100000,0,0.00785078,0,0,0,0.616352,0.0322696,0.00140904,5037,0,1
0,0.000149571,0,0,3.24836e+13,4.72329e+24,1.001,1534.18,0.438433,4.22403e-05,-6.71496e-09,16223,0,0.432,114.11,0,5.70552e-07,1.04191e-05,1e+24,100000,0,0.00783996,0,0,0,0.616352,0.0331188,0.00144612,5038,0,1
0,0.000149878,0,0,2.94066e+13,4.71683e+24,1.001,1536.28,0.403494,3.70729e-05,-6.28185e-09,16227.5,0,0.432,114.267,0,5.71334e-07,1.04197e-05,1e+24,100000,0,0.00782924,0,0,0,0.616352,0.033968,0.0014832,5039,0,1
0,0.000150184,0,0,2.63542e+13,4.71044e+24,1.001,1538.37,0.367573,3.18622e-05,-5.84771e-09,16231.9,0,0.432,114.422,0,5.72108e-07,1.04204e-05,1e+24,100000,0,0.00781863,0,0,0,0.616352,0.0348172,0.00152028,5040,0,1
0,0.000150486,0,0,2.33337e+13,4.70413e+24,1.001,1540.43,0.330668,2.66905e-05,-5.32825e-09,16236.3,0,0.432,114.575,0,5.72876e-07,1.0421e-05,1e+24,100000,0,0.00780815,0,0,0,0.616352,0.0356664,0.00155736,5041,0,1
0,0.000150785,0,0,2.03513e+13,4.6979e+24,1.001,1542.47,0.292778,2.16513e-05,-4.74958e-09,16240.7,0,0.432,114.727,0,5.73636e-07,1.04216e-05,1e+24,100000,0,0.00779781,0,0,0,0.616352,0.0365156,0.00159444,5042,0,1
0,0.000151081,0,0,1.74124e+13,4.69176e+24,1.001,1544.49,0.253904,1.68456e-05,-4.17984e-09,16245,0,0.432,114.877,0,5.74387e-07,1.04222e-05,1e+24,100000,0,0.00778762,0,0,0,0.616352,0.0373648,0.00163152,5043,0,1
